title,image,published,description,category,author,image_relation,fake_news_label
"Lifestyle and environmental factors affect health and aging more than our genes, study finds",https://scx2.b-cdn.net/gfx/news/hires/2024/aging-1.jpg,2025-02-19 14:34:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",University Of Oxford,Unknown,Unknown
Crushed Titanic chandelier that hung in first-class smoking lounge heads to museum,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/02/1024/512/titanic-2-1.jpg?ve=1&tl=1,2025-02-19 14:30:40+00:00,"A 20-pound chandelier that hung in the RMS Titanic has arrived at the Liberty Science Center in Jersey City, New Jersey, after spending decades sitting on the bottom of the Atlantic.",general,Fox News,Yes,Real
Atrandi Biosciences Raises $25M Series A Led by Lux Capital to Drive the Future of Single-Cell Multiomics with Semi-Permeable Capsule Technology,/next-assets/images/schema-image-default.png,2025-02-19 13:00:00+00:00,"VILNIUS, Lithuania, Feb. 19, 2025 (GLOBE NEWSWIRE) -- Atrandi Biosciences, a life sciences company pioneering next-generation single-cell analysis technology, today announced a $25 million Series A funding round led by",finance,Globe Newswire,Unknown,Unknown
Trump’s DEI Purge Is Hitting NASA Hard,https://static.scientificamerican.com/dam/m/1e50dc1995e7d2c5/original/NASA_astronauts_class-of-2021.jpg?m=1739983568.128&w=1200,2025-02-19 13:00:00+00:00,"Space scientists within NASA and outside it feel betrayed by the Trump administration’s changes at the agency, which was known for promoting inclusion in science",science,"Alexandra Witze, Nature magazine",Unknown,Unknown
Precision Bio gains on early Phase 1 data for Hep B candidate,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1040300740/image_1040300740.jpg?io=getty-c-w750,2025-02-19 12:53:44+00:00,Precision BioSciences (NASDAQ:DTIL) added ~6% in the premarket on Wednesday after the gene therapy developer announced initial safety and efficacy data from an early-stage trial for its Hepatitis B ca...,"business, finance",SeekingAlpha.com,Unknown,Unknown
New paper-based device boosts HIV test accuracy from dried blood samples,https://scx2.b-cdn.net/gfx/news/hires/2025/new-paper-based-device-1.jpg,2025-02-19 12:51:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Sample spot cards....","medical, science",Joseph Caputo,Unknown,Unknown
Visualization technique depicts brain-wide activity change as geometric patterns,https://scx2.b-cdn.net/gfx/news/hires/2025/visualization-techniqu.jpg,2025-02-19 12:49:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Quantitative evalu...","medical, science",University Of Tsukuba,Yes,Real
Reducing DNA repair protein levels to target root cause of Huntington's disease,https://scx2.b-cdn.net/gfx/news/hires/2025/reducing-dna-repair-pr.jpg,2025-02-19 12:43:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Immunofluorescent ...","medical, science",University College London,Unknown,Unknown
Make America Healthy Again agenda at risk with reduction in force across federal health agencies,https://scx2.b-cdn.net/gfx/news/hires/2023/health-care-worker.jpg,2025-02-19 12:41:22+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Society For Healthcare Epidemiology Of America,Unknown,Unknown
"Drug can stave off organ damage from lupus, research reveals",https://scx2.b-cdn.net/gfx/news/2025/drug-can-stave-off-org.jpg,2025-02-19 12:40:33+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Lupus can do irrev...","medical, science",Dennis Thompson,Unknown,Unknown
"Arthritis sufferers don't get the mental health support they need, study says",https://scx2.b-cdn.net/gfx/news/2025/arthritis-sufferers-do.jpg,2025-02-19 12:40:20+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

People with inflam...","medical, science",Dennis Thompson,Unknown,Unknown
Miami Digital Real Estate Summit 2025: A Groundbreaking Look into the Future of Smart Cities and Real Estate Innovation,/next-assets/images/schema-image-default.png,2025-02-19 12:10:22+00:00,"Miami, FL, Feb. 19, 2025 (GLOBE NEWSWIRE) -- - The Miami Digital Real Estate Summit, hosted by Magma at the Phillip &amp; Patricia Frost Museum of Science on February 11, 2025, brought together industry pioneers,",finance,Globe Newswire,Unknown,Unknown
"Many adults stop GLP-1 therapy within a year with low restart rates, analysis finds",https://scx2.b-cdn.net/gfx/news/hires/2022/weight-1.jpg,2025-02-19 12:10:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Justin Jackson,Yes,Real
How a curious polymer could prevent blood clotting in medical implants,https://scx2.b-cdn.net/gfx/news/hires/2025/how-a-curious-polymer.jpg,2025-02-19 12:01:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A spiral painted i...","medical, science",University Of Sydney,Yes,Real
"We are no longer living longer, study shows",https://scx2.b-cdn.net/gfx/news/hires/2016/57f6ba8e69232.jpg,2025-02-19 11:57:06+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...","medical, science",University Of East Anglia,Yes,Real
"Daily drug can mimic health benefits of high-altitude, low-oxygen living for mitochondrial disease",https://scx2.b-cdn.net/gfx/news/hires/2025/daily-drug-can-mimic-h.jpg,2025-02-19 11:35:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The scientists sho...","medical, science",Sarah C.P. Williams,Yes,Real
UR Medicine's Fitness Science offers free sports bra fittings,https://s7d2.scene7.com/is/image/TWCNews/sportsbra,2025-02-19 11:30:00+00:00,Medical research shows eight out 10 women are wearing the wrong-sized sports bra.,"regional, rochester, new-york",Wendy Mills,Yes,Real
Study examines pros and cons of aggressive blood pressure lowering in older adults,https://scx2.b-cdn.net/gfx/news/hires/2023/blood-pressure-2.jpg,2025-02-19 11:16:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",medicalxpress,Yes,Real
Would the prohibition of menthol cigarettes cause more harm than good?,https://scx2.b-cdn.net/gfx/news/hires/2022/quit-smoking.jpg,2025-02-19 11:12:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",medicalxpress,Yes,Real
Research indicates that neuroestrogens help suppress appetite,https://scx2.b-cdn.net/gfx/news/hires/2022/eating.jpg,2025-02-19 11:09:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",medicalxpress,Yes,Real
"Newborns experiencing neonatal seizures face an elevated risk of developing epilepsy, study shows",https://scx2.b-cdn.net/gfx/news/hires/2023/newborn-1.jpg,2025-02-19 11:08:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",medicalxpress,Yes,Real
Trump says there are 'two sexes.' Experts and science say it's not binary.,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/7NWVPHUGOBSEXLVW4JXWGTNKGQ.jpg&w=1440,2025-02-19 11:00:35+00:00,"On the first day of his second administration, President Donald Trump signed an executive order declaring that the United States recognizes “two sexes, male and female” — but according to experts and ...",politics,Kelsey Ables,Unknown,Unknown
Why retractions data could be a powerful tool for cleaning up science,https://media.nature.com/lw1200/magazine-assets/d41586-025-00509-1/d41586-025-00509-1_50649122.jpg,2025-02-19 10:58:44+00:00,"The number of retracted papers has been rising over the past few years.Credit: Priscila Zambotto/Getty

Many universities and research institutions around the world prize high productivity. They encou...",academia,nature,Yes,Real
Rangers to euthanise 90 dolphins stranded on remote Australian beach,https://scx2.b-cdn.net/gfx/news/2025/dolphins-stranded-on-a.jpg,2025-02-19 09:30:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Dolphins stranded ...",science,phys,Yes,Real
Indonesia’s Prabowo Replaces Aide in First Cabinet Reshuffle,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iHr_947aSqWg/v1/1200x800.jpg,2025-02-19 08:46:03+00:00,"Indonesian President Prabowo Subianto named Brian Yuliarto as the new higher education, science and technology minister in his first cabinet reshuffle after taking office last year.",general,Unknown,Yes,Real
New in Peru: 27 species previously undiscovered by science,https://media.npr.org/assets/img/2025/02/18/2.19.25-ep_wide-b7fac88b453291aebdedf7d9b7c6613ceba2e72a.jpg?s=1400&c=100&f=jpeg,2025-02-19 08:00:59+00:00,"What happens when a team of scientists and local Awajún guides go on a 38-day trip into the Alto Mayo region of Peru? Over 2000 species are identified, of course! Tucked in this lush landscape where the Amazon basin meets the Andes mountains, were 27 species of animals previously unknown to science....",science,Regina G. Barber,Unknown,Unknown
Sea turtles return to the Atlantic Ocean off Florida after being stunned by the cold,https://scx2.b-cdn.net/gfx/news/hires/2025/sea-turtles-return-to.jpg,2025-02-19 06:55:23+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

A green sea turtle...",science,phys,Yes,Real
City killer' asteroid now has 3.1% chance of hitting Earth: NASA,https://scx2.b-cdn.net/gfx/news/2025/this-handout-picture-p-1.jpg,2025-02-19 06:53:27+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

This handout pictu...",science,Issam Ahmed With Daniel Lawler In Paris,Yes,Real
tn4ml: Tensor Network Training and Customization for Machine Learning,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-19 05:00:00+00:00,"Tensor Networks have emerged as a prominent alternative to neural networks for addressing Machine Learning challenges in foundational sciences, paving the way for their applications to real-life problems. This paper introduces tn4ml, a novel library designed to seamlessly integrate Tensor Networks i...","academic, CS","Pierini, Maurizio",Unknown,Unknown
NaturalReasoning: Reasoning in the Wild with 2.8M Challenging Questions,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-19 05:00:00+00:00,"Scaling reasoning capabilities beyond traditional domains such as math and coding is hindered by the lack of diverse and high-quality questions. To overcome this limitation, we introduce a scalable approach for generating diverse and challenging reasoning questions, accompanied by reference answers....","academic, CS","Li, Xian",No,Real
Eigenvalues in microeconomics,https://static.arxiv.org/icons/twitter/arxiv-logo-twitter-square.png,2025-02-19 05:00:00+00:00,"Square matrices often arise in microeconomics, particularly in network models addressing applications from opinion dynamics to platform regulation. Spectral theory provides powerful tools for analyzing their properties. We present an accessible overview of several fundamental applications of spectra...","academic, CS","Golub, Benjamin",Unknown,Unknown
Burcon NutraScience targets cash flow positive in 2026 with new production facility (OTCMKTS:BRCNF),https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,2025-02-19 03:36:42+00:00,The earnings call insights are compilations of earnings call transcripts and other content available on the Seeking Alpha website. The insights are generated by an AI tool and have not been curated or...,"business, finance, general",SA Transcript Insights Editor,Unknown,Unknown
National Science Foundation fires roughly 10% of its workforce,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2121x1193+0+110/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Ff5%2Fbc%2F004d85bd425889c6a1902f4fd854%2Fgettyimages-2169813657.jpg,2025-02-19 00:11:13+00:00,"NSF fired 168 employees, leaving the agency less equipped to fund a wide range of scientific research.",entertaiment,Jonathan Lambert,Unknown,Unknown
Experiments show wild fish can recognize individual divers,https://scx2.b-cdn.net/gfx/news/hires/2025/wild-fish-can-recogniz.jpg,2025-02-19 00:10:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Study author, Maël...",science,Max Planck Society,Unknown,Unknown
Research reveals smaller glacial lakes more prone to flooding,https://scx2.b-cdn.net/gfx/news/2025/melting-glaciers-study.jpg,2025-02-19 00:00:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Dr. Georg Veh in f...",science,Stefanie Mikulla,Unknown,Unknown
National Science Foundation cuts 10 percent of staff,https://thehill.com/wp-content/uploads/sites/2/2023/08/64eacd1fcd2418.64254822-e1695912324973.jpeg?strip=1&w=640,2025-02-18 23:58:05+00:00,"Nearly 170 employees at the National Science Foundation (NSF) who were still on probation were fired by the Trump administration on Tuesday, union officials told The Hill. The cuts at the agency re…",technology,Rebecca Beitsch,Yes,Real
New therapy reduces reoffending in male offenders with antisocial personality disorder,https://scx2.b-cdn.net/gfx/news/hires/2024/therapy.jpg,2025-02-18 23:30:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Alex Green...","medical, science",University College London,Yes,Real
Exoplanet Winds Expose a World Out of Science Fiction,https://images.ctfassets.net/cnu0m8re1exe/5p4gfRShWZw2JJGll6JpGs/a060f73d123a672198d3144629ab4bf4/Atmosphere-Layers-Exoplanet.jpg,2025-02-18 22:45:00+00:00,"Learn more about the atmosphere of WASP-121b, or Tylos, whose winds are layered like no other planet’s.","science, opinion",Sam Walters,Yes,Real
"Synaptic device array integrates sensing, memory, and processing for artificial vision",https://scx2.b-cdn.net/gfx/news/2025/mos2-based-optoelectro.jpg,2025-02-18 22:24:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Human visual syste...",science,Aerospace Information Research Institute,Yes,Real
Treating liver fibrosis and metabolic dysfunction-associated steatohepatitis: Research identifies novel mechanism,https://scx2.b-cdn.net/gfx/news/hires/2025/fgf21-activates-ppp6c.jpg,2025-02-18 22:17:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The proposed model...","medical, science",Liu Jia,Yes,Real
2 King’s College health science leaders honored by National Academies of Practice | Go Lackawanna,https://www.golackawanna.com/wp-content/uploads/2025/02/131302748_web1_obrien-dessoye.jpg,2025-02-18 22:17:00+00:00,"WILKES-BARRE — King’s College on Tuesday announced that Dr. Jennifer Dessoye, chair of occupational therapy, and Dr. Christopher O’Brien, dean of health sciences, have received honors from the…","regional, scranton, pennsylvania",Bill O'Boyle,Yes,Real
"From 2019 to 2020, ophthalmic procedures in seniors decreased by 17.9%",https://scx2.b-cdn.net/gfx/news/2025/2019-to-2020-saw-179-p.jpg,2025-02-18 22:16:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

There was a notabl...","medical, science",Elana Gotkine,Yes,Real
National Science Foundation fires 168 probationary employees on Trump administration's orders,https://assets3.cbsnewsstatic.com/hub/i/r/2023/12/14/06b83fcb-7c2e-415c-b21d-62e4589b7c21/thumbnail/1200x630/d21271ca387e0ea2ef6694de6b3276ac/gettyimages-482187443.jpg?v=db3d87ba7bf4d4ff13b65eabcf0d9bea,2025-02-18 22:15:30+00:00,The federal agency that funds science research says the staff reduction came in response to a White House directive.,"finance, business",cbsnews,Yes,Real
Guidance provided for primary care providers to identify biliary atresia in newborns by 2 to 4 weeks,https://scx2.b-cdn.net/gfx/news/2025/guidance-provided-for.jpg,2025-02-18 22:15:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

In a clinical repo...","medical, science",Elana Gotkine,Yes,Real
NIH research funding drops $1B under Trump administration,https://scx2.b-cdn.net/gfx/news/2025/nih-research-funding-d.jpg,2025-02-18 22:14:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Federal funding fo...","medical, science",India Edwards,Yes,Real
"Guidelines needed for interpreting continuous glucose monitoring reports in those without diabetes, say researchers",https://scx2.b-cdn.net/gfx/news/hires/2021/glucose-monitor.jpg,2025-02-18 22:13:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Boston University School Of Medicine,Yes,Real
Young adults may be more vulnerable to nicotine addiction than the middle-aged,https://scx2.b-cdn.net/gfx/news/hires/2019/nicotine.jpg,2025-02-18 22:12:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...","medical, science",Aaron Wagner,Unknown,Unknown
"Medicaid telehealth reimbursement policies are exacerbating workforce shortages in safety net clinics, study finds",https://scx2.b-cdn.net/gfx/news/hires/2025/medicaid.jpg,2025-02-18 22:11:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Columbia University'S Mailman School Of Public Health,Yes,Real
Enhancing radiation resistance of silicon carbide power semiconductors for space applications,https://scx2.b-cdn.net/gfx/news/hires/2025/advanced-power-semicon.jpg,2025-02-18 22:10:07+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Dr. Jae Hwa Seo of...",science,National Research Council Of Science,Unknown,Unknown
Powering the future—ultrathin films enhance electrical conductivity in flexible electronics,https://scx2.b-cdn.net/gfx/news/2025/powering-the-futureult.jpg,2025-02-18 22:08:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Raman spectra of V...",science,Osaka University,Unknown,Unknown
Neural network model can improve understanding of human attention,https://scx2.b-cdn.net/gfx/news/2025/new-model-can-improve.jpg,2025-02-18 22:05:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Researchers at Was...","medical, science",Leah Shaffer,Unknown,Unknown
"Government Agencies, Universities, Nonprofits Pause Critical Work Over Trump Administration Executive Orders",https://static.scientificamerican.com/dam/m/2bf9b748560f46a1/original/Protesters-at-Stop-the-Coup-Rally-on-Presidents-Day-in-New-York-City.jpg?m=1739915057.288&w=1200,2025-02-18 22:00:00+00:00,America's status as a global science leader is in doubt as the administration freezes funding and targets research that references climate or diversity,science,"Chelsea Harvey, E&E News",No,Real
Executive order blocks federal funds for schools that require COVID vaccines,https://scx2.b-cdn.net/gfx/news/2025/trump-blocks-federal-f.jpg,2025-02-18 21:59:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

President Donald T...","medical, science",India Edwards,Yes,Real
FDA approves more broadly protective meningococcal vaccine,https://scx2.b-cdn.net/gfx/news/2025/fda-approves-more-broa.jpg,2025-02-18 21:57:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The U.S. Food and ...","medical, science",Stephanie Brown,Yes,Real
National Science Foundation Fires 168 Workers on Trump's Order,https://static01.nyt.com/images/2025/02/18/multimedia/18dc-federal-workers-photo-ftmw/18dc-federal-workers-photo-ftmw-facebookJumbo.jpg,2025-02-18 21:55:27+00:00,"More than 2,000 workers at the Interior Department were fired in recent days, according to counts from workers groups and those familiar with the cuts, as probationary workers were targeted across the government.","regional, usa",Chris Cameron,No,Real
Aptose Biosciences approves 1-for-30 reverse share split (NASDAQ:APTO),https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,2025-02-18 21:46:35+00:00,"Aptose Biosciences (APTO) announces a reverse share split of 1-for-30 to meet Nasdaq&#39;s bid price requirement, reducing shares to ~2.14M.","business, finance",Khushi Singh,Unknown,Unknown
Arcus Biosciences Shares Are Down Today: What's Going On?,https://cdn.benzinga.com/files/images/story/2025/02/18/biotech-shutter.jpeg?width=1200&height=800&fit=crop,2025-02-18 21:14:51+00:00,Arcus Biosciences Inc. (NYSE: RCUS) shares are trading lower Tuesday after the company announced a $150 million common stock offering.,finance,Vaishali Prayag,Unknown,Unknown
"Kezar Life Sciences to Present at Virtual KOL Event Hosted by William Blair on Zetomipzomib Clinical Development in Autoimmune Hepatitis and Provide a Safety Update from the PALIZADE Trial for Lupus Nephritis on February 27, 2025",https://www.benzinga.com/next-assets/images/schema-image-default.png,2025-02-18 21:01:00+00:00,"Kezar Life Sciences, Inc. KZR, a clinical-stage biotechnology company developing novel small molecule therapeutics to treat unmet needs in immune-mediated diseases, today announced that it will presen...",finance,Business Wire,Unknown,Unknown
Arcus stock falls as Gilead opts out cancer drug (RCUS:NYSE),https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1368454871/image_1368454871.jpg?io=getty-c-w750,2025-02-18 20:15:03+00:00,Arcus Biosciences (RCUS) stock falls as Gilead (GILD) decides not to buy rights to its anticancer drug casdatifan. Read more here.,"business, finance",Dulan Lokuwithana,Unknown,Unknown
Welcome to Technology Features,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41565-025-01883-7/MediaObjects/41565_2025_1883_Figa_HTML.png,2025-02-18 19:43:52+00:00,"As a journal with ‘technology’ in the title, we are interested in following the journey of technologies that come out of academic research, or at least the most promising ones. In the applied sciences...",academia,nature,Unknown,Unknown
What can we learn from a 100-year-old housing experiment?,https://scx2.b-cdn.net/gfx/news/2025/what-can-we-learn-from.jpg,2025-02-18 19:39:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The 100-year-old c...",science,Idun Haugan,Unknown,Unknown
Young people can be helped to develop more grit,https://scx2.b-cdn.net/gfx/news/hires/2025/boys-track.jpg,2025-02-18 19:37:48+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Jimmy Chan...",science,Steinar Brandslet,Unknown,Unknown
Who gets to be a physicist? Research explores physics educational motivations of non-traditional students,https://scx2.b-cdn.net/gfx/news/hires/2023/physics-class.jpg,2025-02-18 19:37:12+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Chalmers University Of Technology,Unknown,Unknown
Americans willing to pay nearly $100 billion to reduce gun violence,https://scx2.b-cdn.net/gfx/news/hires/2022/gun-violence-2.jpg,2025-02-18 19:30:18+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Duke University,Yes,Real
"Federal workers across the Northwest are being fired by the Trump administration. They warn of impacts to wildfires, science and historic landmarks - NewsBreak",https://img.particlenews.com/img/id/3ANX1z_0z4jQXM100,2025-02-18 19:29:29+00:00,The letter from the federal government arrived in an email Thursday. It informed the Department of Agriculture worker that he was fired. First came a wave,regional,ALEXANDRA DUGGAN The Spokesman-Review,Yes,Real
New study reveals hidden risks of social capital in microfinance during economic crises,https://scx2.b-cdn.net/gfx/news/hires/2025/financial.jpg,2025-02-18 19:21:12+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",science,Strategic Management Society,Yes,Real
"Use of child sexual abuse material is often associated with other forms of violence, say researchers",https://scx2.b-cdn.net/gfx/news/hires/2025/fingers-on-keyboard.jpg,2025-02-18 19:17:07+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,University Of Eastern Finland,No,Real
Economic need and past actions affect whether there is cooperation or antagonism between communities,https://scx2.b-cdn.net/gfx/news/2025/breaking-the-us-versus.jpg,2025-02-18 19:15:49+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Researchers examin...",science,Max Planck Society,Yes,Real
Network analysis identifies 15 key motives driving human behavior,https://scx2.b-cdn.net/gfx/news/hires/2025/scientists-identify-fi.jpg,2025-02-18 19:14:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Network plot of th...",science,National Research University Higher School Of Economics,Yes,Real
"Gamified building sites provide safer, more accessible learning opportunities for construction students",https://scx2.b-cdn.net/gfx/news/2025/gamified-building-site.jpg,2025-02-18 18:51:19+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: University...",science,University Of South Australia,Yes,Real
Consumers who believe in karma may be less likely to boycott brands for bad behavior,https://scx2.b-cdn.net/gfx/news/hires/2022/brand-boycott.jpg,2025-02-18 18:38:50+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...",science,West Virginia University,Yes,Real
Older patients can inadvertently be put at risk when they are taken off blood-thinning drugs,https://scx2.b-cdn.net/gfx/news/hires/2025/pill-box.jpg,2025-02-18 18:09:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Tima Miros...","medical, science",University Of Bath,Yes,Real
Stigmatizing language related to substance use in grants shows notable drop,https://scx2.b-cdn.net/gfx/news/hires/2025/stigma.jpg,2025-02-18 18:07:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Luis Quint...","medical, science",Columbia University'S Mailman School Of Public Health,Yes,Real
Surgical approach has 'significant impact' on treatment of Crohn's disease,https://scx2.b-cdn.net/gfx/news/hires/2020/1-surgery.jpg,2025-02-18 18:06:33+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...","medical, science",University Of Limerick,Yes,Real
"Many gluten-free foods are high in calories and sugar, low on fiber and protein, and they cost more: New research",https://scx2.b-cdn.net/gfx/news/hires/2023/gluten-free-1.jpg,2025-02-18 18:05:19+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Sachin Rustgi,Yes,Real
Surfer's ear: The condition that might leave wild swimmers and surfers with hearing loss,https://scx2.b-cdn.net/gfx/news/hires/2022/surfing.jpg,2025-02-18 18:04:52+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",Dan Baumgardt,Unknown,Unknown
How to be happy with what you have and avoid the trap of comparison,https://scx2.b-cdn.net/gfx/news/hires/2023/be-happy.jpg,2025-02-18 18:04:35+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Joshua Forstenzer,Yes,Real
Trans people affirmed their gender without medical help in medieval Europe,https://scx2.b-cdn.net/gfx/news/hires/2022/medieval-knight.jpg,2025-02-18 18:03:59+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Sarah Barringer,Unknown,Unknown
Links 2/18/2025 | naked capitalism,https://www.nakedcapitalism.com/wp-content/uploads/2025/02/00-dragonf.jpg,2025-02-18 18:03:58+00:00,"Our finnicky daily links: citizen science, LI battery breakthrough? India shimmies up to US, German voters upset over economy, Lindsay Graham for Iran war (again), Russia talks debate, Micael Hudson on Trump economy, DOGE harm confirmed, crypto ascendant","news,  business,  finances,  money,  banking",Yves Smith,Unknown,Unknown
